sample type,analyte,sample.day,sample.month,sample.year,sample.date,stream,stream.location,original.concentration.ugL,,analysis.lab,convert.concentration.ugl
nutrients,SRP,5,5,2019,2019-05-05,towr,seep,1.33,,CAIS,1.33
nutrients,SRP,9,8,2021,2021-08-09,towr,upstream,1.334,,,
nutrients,NO3,6,10,2020,2020-10-06,ws55,seep,1.34,,,
nutrients,NO3,7,11,2018,2018-11-07,towr,upstream,1.35,,CAIS,1.35
nutrients,SRP,2,7,2021,2021-07-02,ws55,flume,1.352,white,,
nutrients,SRP,2,7,2021,2021-07-02,ws55,seep,1.352,,,
nutrients,SRP,7,4,2020,2020-04-07,towr,flume,1.354,,,
nutrients,SRP,4,8,2020,2020-08-04,towr,seep,1.354,,,
nutrients,SRP,29,5,2019,2019-05-29,towr,seep,1.38,,CAIS,1.38
nutrients,SRP,9,8,2021,2021-08-09,towr,seep,1.388,,,
nutrients,NO3,9,12,2019,2019-12-09,ws55,seep,1.39,,,
nutrients,SRP,7,4,2020,2020-04-07,towr,upstream,1.391,,,
nutrients,NH4,7,11,2018,2018-11-07,towr,flume,1.41,,CAIS,1.41
nutrients,SRP,2,7,2021,2021-07-02,ws55,flume,1.425,blue,,
nutrients,SRP,5,1,2021,2021-01-05,ws55,flume,1.428,blue,,
nutrients,SRP,4,8,2020,2020-08-04,towr,flume,1.428,,,
nutrients,SRP,1,12,2020,2020-12-01,ws55,seep,1.428,,,
nutrients,SRP,7,7,2020,2020-07-07,towr,upstream,1.428,,,
nutrients,SRP,4,3,2021,2021-03-04,towr,upstream,1.428,,,
nutrients,NH4,24,4,2020,2020-04-24,towr,upstream,1.43,,,
nutrients,NO3,26,5,2020,2020-05-26,towr,upstream,1.43,,,
nutrients,NO3,20,11,2017,2017-11-20,towr,flume,1.44,,CAIS,1.44
nutrients,SRP,3,12,2018,2018-12-03,ws55,seep,1.44,,CAIS,1.44
nutrients,NO3,20,3,2020,2020-03-20,towr,upstream,1.45,,,
nutrients,SRP,2,7,2021,2021-07-02,towr,flume,1.461,blue,,
nutrients,SRP,5,1,2021,2021-01-05,towr,flume,1.465,white,,
nutrients,SRP,25,10,2019,2019-10-25,towr,flume,1.465,,,
nutrients,SRP,3,2,2020,2020-02-03,ws55,flume,1.465,,,
nutrients,SRP,26,5,2020,2020-05-26,towr,seep,1.465,,,
nutrients,TP,22,5,2018,2018-05-22,ws55,flume,1.466666667,,ESL,1.47
nutrients,TN,13,7,2021,2021-07-13,ws55,flume,1.468,,,
nutrients,NO3,5,1,2021,2021-01-05,ws55,flume,1.47,white,,
nutrients,NH4,16,2,2021,2021-02-16,ws55,flume,1.48,white,,
nutrients,NO3,14,9,2017,2017-09-14,towr,flume,1.48,,CAIS,1.48
nutrients,SRP,22,10,2018,2018-10-22,towr,seep,1.49,,CAIS,1.49
nutrients,NO3,7,8,2019,2019-08-07,ws55,seep,1.49,,CAIS,1.49
nutrients,NH4,30,5,2018,2018-05-30,towr,flume,1.5,,ESL,1.5
nutrients,SRP,15,1,2018,2018-01-15,towr,seep,1.5,,CAIS,1.5
nutrients,NH4,8,5,2018,2018-05-08,ws55,seep,1.5,,ESL,1.5
nutrients,SRP,15,4,2021,2021-04-15,towr,flume,1.516,white,,
nutrients,SRP,12,5,2021,2021-05-12,ws55,flume,1.516,white,,
nutrients,NO3,21,1,2021,2021-01-21,ws55,flume,1.53,white,,
nutrients,SRP,24,7,2019,2019-07-24,towr,seep,1.53,,CAIS,1.53
nutrients,SRP,9,6,2020,2020-06-09,towr,upstream,1.539,,,
nutrients,SRP,18,3,2019,2019-03-18,ws55,seep,1.54,,CAIS,1.54
nutrients,SRP,10,4,2019,2019-04-10,towr,seep,1.54,,CAIS,1.54
nutrients,SRP,5,5,2019,2019-05-05,ws55,seep,1.54,,CAIS,1.54
nutrients,NO3,26,6,2019,2019-06-26,ws55,seep,1.55,,CAIS,1.55
nutrients,NO3,11,10,2019,2019-10-11,ws55,seep,1.55,,,
nutrients,SRP,15,4,2021,2021-04-15,towr,flume,1.552,blue,,
nutrients,SRP,22,10,2018,2018-10-22,ws55,flume,1.57,,CAIS,1.57
nutrients,NO3,18,3,2019,2019-03-18,ws55,flume,1.57,,CAIS,1.57
nutrients,NO3,24,4,2019,2019-04-24,ws55,seep,1.57,,CAIS,1.57
nutrients,SRP,6,9,2019,2019-09-06,ws55,seep,1.57,,CAIS,1.57
nutrients,SRP,2,1,2019,2019-01-02,towr,upstream,1.57,,CAIS,1.57
nutrients,SRP,26,5,2020,2020-05-26,ws55,seep,1.576,,,
nutrients,SRP,12,5,2020,2020-05-12,towr,upstream,1.576,,,
nutrients,SRP,3,11,2020,2020-11-03,towr,upstream,1.576,,,
nutrients,NO3,6,1,2020,2020-01-06,towr,flume,1.58,,,
nutrients,SRP,8,6,2021,2021-06-08,towr,flume,1.588,blue,,
nutrients,SRP,22,9,2020,2020-09-22,towr,seep,1.588,,,
nutrients,NO3,18,12,2017,2017-12-18,towr,flume,1.59,,CAIS,1.59
nutrients,SRP,15,1,2018,2018-01-15,towr,flume,1.6,,CAIS,1.6
nutrients,NO3,16,3,2021,2021-03-16,ws55,flume,1.61,,,
nutrients,SRP,8,11,2019,2019-11-08,ws55,flume,1.613,,,
nutrients,SRP,6,1,2020,2020-01-06,towr,flume,1.613,,,
nutrients,NH4,1,2,2019,2019-02-01,ws55,flume,1.63,,CAIS,1.63
nutrients,NO3,5,1,2021,2021-01-05,towr,seep,1.63,,,
nutrients,NH4,17,11,2020,2020-11-17,ws55,flume,1.64,,,
nutrients,NO3,5,5,2019,2019-05-05,ws55,seep,1.64,,CAIS,1.64
nutrients,NO3,11,7,2019,2019-07-11,ws55,seep,1.64,,CAIS,1.64
nutrients,SRP,25,10,2019,2019-10-25,towr,upstream,1.65,,,
nutrients,SRP,18,12,2018,2018-12-18,towr,flume,1.66,,CAIS,1.66
nutrients,SRP,18,3,2019,2019-03-18,towr,seep,1.67,,CAIS,1.67
nutrients,NH4,11,10,2019,2019-10-11,towr,upstream,1.68,,,
nutrients,SRP,12,5,2020,2020-05-12,towr,flume,1.687,,,
nutrients,SRP,9,6,2020,2020-06-09,towr,seep,1.687,,,
nutrients,SRP,26,6,2019,2019-06-26,ws55,flume,1.69,,CAIS,1.69
nutrients,SRP,5,6,2018,2018-06-05,towr,seep,1.7,,ESL,1.7
nutrients,SRP,2,1,2019,2019-01-02,ws55,seep,1.7,,CAIS,1.7
nutrients,NH4,15,1,2019,2019-01-15,towr,upstream,1.71,,CAIS,1.71
nutrients,NO3,16,3,2021,2021-03-16,towr,flume,1.72,,,
nutrients,SRP,23,6,2020,2020-06-23,ws55,flume,1.724,,,
nutrients,SRP,26,6,2019,2019-06-26,towr,upstream,1.73,,CAIS,1.73
nutrients,NO3,8,11,2019,2019-11-08,ws55,seep,1.74,,,
nutrients,NO3,20,10,2020,2020-10-20,ws55,seep,1.74,,,
nutrients,NO3,8,11,2019,2019-11-08,towr,upstream,1.74,,,
nutrients,SRP,6,9,2019,2019-09-06,ws55,flume,1.75,,CAIS,1.75
nutrients,SRP,2,7,2021,2021-07-02,towr,seep,1.752,,,
nutrients,SRP,5,5,2019,2019-05-05,ws55,flume,1.76,,CAIS,1.76
nutrients,SRP,29,5,2019,2019-05-29,towr,flume,1.76,,CAIS,1.76
nutrients,SRP,4,2,2021,2021-02-04,towr,flume,1.761,blue,,
nutrients,SRP,8,11,2019,2019-11-08,towr,flume,1.761,,,
nutrients,SRP,7,4,2020,2020-04-07,ws55,flume,1.761,,,
nutrients,SRP,1,12,2020,2020-12-01,towr,flume,1.761,,,
nutrients,SRP,6,1,2020,2020-01-06,towr,seep,1.761,,,
nutrients,NH4,15,12,2020,2020-12-15,towr,flume,1.77,,,
nutrients,SRP,22,9,2020,2020-09-22,ws55,flume,1.788,,,
nutrients,SRP,5,3,2019,2019-03-05,towr,seep,1.79,,CAIS,1.79
nutrients,SRP,4,3,2021,2021-03-04,ws55,flume,1.798,,,
nutrients,NO3,24,4,2020,2020-04-24,ws55,flume,1.8,,,
nutrients,NH4,21,1,2021,2021-01-21,ws55,flume,1.81,white,,
nutrients,NO3,22,9,2020,2020-09-22,ws55,seep,1.81,,,
nutrients,SRP,12,2,2018,2018-02-12,ws55,flume,1.82,,CAIS,1.82
nutrients,SRP,12,6,2019,2019-06-12,towr,seep,1.82,,CAIS,1.82
nutrients,SRP,23,8,2019,2019-08-23,ws55,seep,1.82,,CAIS,1.82
nutrients,NO3,20,11,2017,2017-11-20,ws55,seep,1.83,,CAIS,1.83
nutrients,SRP,22,10,2018,2018-10-22,towr,upstream,1.84,,CAIS,1.84
nutrients,NH4,4,3,2021,2021-03-04,ws55,flume,1.85,blue,,
nutrients,NH4,24,4,2020,2020-04-24,ws55,seep,1.85,,,
nutrients,NO3,15,1,2019,2019-01-15,ws55,flume,1.86,,CAIS,1.86
nutrients,NO3,3,10,2018,2018-10-03,towr,seep,1.86,,CAIS,1.86
nutrients,SRP,24,7,2019,2019-07-24,ws55,seep,1.86,,CAIS,1.86
nutrients,SRP,1,4,2021,2021-04-01,towr,upstream,1.861,,,
nutrients,SRP,3,12,2018,2018-12-03,towr,upstream,1.87,,CAIS,1.87
nutrients,SRP,12,5,2020,2020-05-12,ws55,flume,1.872,,,
nutrients,SRP,7,7,2020,2020-07-07,towr,seep,1.872,,,
nutrients,SRP,29,1,2018,2018-01-29,towr,flume,1.9,,CAIS,1.9
nutrients,SRP,7,8,2019,2019-08-07,ws55,flume,1.9,,CAIS,1.9
nutrients,NO3,18,12,2019,2019-12-18,ws55,seep,1.9,,,
nutrients,SRP,16,7,2018,2018-07-16,towr,upstream,1.9,,ESL,1.9
nutrients,NH4,3,12,2018,2018-12-03,towr,seep,1.91,,CAIS,1.91
nutrients,NO3,21,7,2020,2020-07-21,ws55,seep,1.93,,,
nutrients,TN,1,4,2021,2021-04-01,ws55,seep,1.944,,,
nutrients,SRP,4,8,2020,2020-08-04,ws55,seep,1.946,,,
nutrients,SRP,6,1,2020,2020-01-06,towr,upstream,1.946,,,
nutrients,SRP,18,3,2019,2019-03-18,ws55,flume,1.95,,CAIS,1.95
nutrients,NO3,3,2,2020,2020-02-03,ws55,seep,1.95,,,
nutrients,NO3,7,8,2018,2018-08-07,ws55,flume,1.959651801,,ESL,1.96
nutrients,NH4,5,9,2018,2018-09-05,towr,upstream,1.96,,CAIS,1.96
nutrients,NH4,26,5,2020,2020-05-26,towr,upstream,1.97,,,
nutrients,SRP,3,11,2020,2020-11-03,towr,flume,1.983,,,
nutrients,NH4,22,10,2018,2018-10-22,towr,flume,1.99,,CAIS,1.99
nutrients,NO3,2,7,2021,2021-07-02,ws55,seep,1.99,,,
nutrients,SRP,18,12,2018,2018-12-18,ws55,flume,2,,CAIS,2
nutrients,SRP,20,11,2017,2017-11-20,towr,seep,2,,CAIS,2
nutrients,NH4,11,10,2019,2019-10-11,ws55,seep,2.01,,,
nutrients,NO3,24,4,2020,2020-04-24,ws55,seep,2.01,,,
nutrients,NO3,17,11,2020,2020-11-17,towr,seep,2.01,,,
nutrients,NH4,19,2,2019,2019-02-19,ws55,flume,2.02,,CAIS,2.02
nutrients,SRP,7,7,2020,2020-07-07,ws55,flume,2.02,,,
nutrients,NH4,1,2,2019,2019-02-01,towr,seep,2.02,,CAIS,2.02
nutrients,NO3,22,10,2018,2018-10-22,ws55,seep,2.03,,CAIS,2.03
nutrients,SRP,5,3,2019,2019-03-05,towr,upstream,2.03,,CAIS,2.03
nutrients,SRP,3,10,2018,2018-10-03,towr,flume,2.04,,CAIS,2.04
nutrients,NO3,20,3,2020,2020-03-20,towr,seep,2.04,,,
nutrients,SRP,19,2,2019,2019-02-19,ws55,seep,2.05,,CAIS,2.05
nutrients,SRP,12,6,2019,2019-06-12,ws55,seep,2.05,,CAIS,2.05
nutrients,SRP,25,10,2019,2019-10-25,towr,seep,2.057,,,
nutrients,NO3,7,8,2019,2019-08-07,towr,seep,2.08,,CAIS,2.08
nutrients,NO3,5,3,2019,2019-03-05,towr,seep,2.09,,CAIS,2.09
nutrients,SRP,16,3,2021,2021-03-16,towr,seep,2.094,,,
nutrients,SRP,13,7,2021,2021-07-13,towr,seep,2.097,,,
nutrients,NH4,19,9,2018,2018-09-19,towr,flume,2.1,,CAIS,2.1
nutrients,NO3,23,8,2019,2019-08-23,ws55,seep,2.1,,CAIS,2.1
nutrients,NO3,24,4,2020,2020-04-24,towr,flume,2.12,,,
nutrients,NH4,29,1,2018,2018-01-29,ws55,seep,2.12,,CAIS,2.12
nutrients,SRP,16,2,2021,2021-02-16,towr,seep,2.131,white,,
nutrients,SRP,6,10,2020,2020-10-06,ws55,seep,2.131,,,
nutrients,NH4,5,1,2021,2021-01-05,ws55,flume,2.14,white,,
nutrients,SRP,5,9,2018,2018-09-05,ws55,flume,2.16,,CAIS,2.16
nutrients,SRP,2,1,2019,2019-01-02,ws55,flume,2.16,,CAIS,2.16
nutrients,SRP,8,5,2018,2018-05-08,towr,seep,2.2,,ESL,2.2
nutrients,SRP,4,3,2021,2021-03-04,ws55,flume,2.205,blue,,
nutrients,SRP,6,3,2020,2020-03-06,towr,flume,2.205,,,
nutrients,SRP,15,12,2020,2020-12-15,towr,flume,2.205,,,
nutrients,SRP,4,2,2021,2021-02-04,towr,flume,2.242,,,
nutrients,SRP,7,4,2020,2020-04-07,ws55,seep,2.242,,,
nutrients,SRP,6,10,2020,2020-10-06,towr,upstream,2.242,,,
nutrients,NO3,17,11,2020,2020-11-17,towr,flume,2.25,,,
nutrients,SRP,3,10,2018,2018-10-03,towr,upstream,2.25,,CAIS,2.25
nutrients,SRP,10,4,2019,2019-04-10,ws55,flume,2.26,,CAIS,2.26
nutrients,NH4,22,11,2019,2019-11-22,towr,flume,2.26,,,
nutrients,NH4,2,1,2019,2019-01-02,towr,flume,2.27,,CAIS,2.27
nutrients,NH4,20,11,2017,2017-11-20,towr,seep,2.27,,CAIS,2.27
nutrients,SRP,4,3,2021,2021-03-04,towr,flume,2.279,white,,
nutrients,SRP,27,7,2021,2021-07-27,towr,seep,2.279,,,
nutrients,NH4,23,6,2020,2020-06-23,ws55,flume,2.3,,,
nutrients,SRP,20,11,2017,2017-11-20,ws55,seep,2.3,,CAIS,2.3
nutrients,NH4,5,9,2018,2018-09-05,ws55,seep,2.3,,CAIS,2.3
nutrients,SRP,3,10,2018,2018-10-03,ws55,seep,2.3,,CAIS,2.3
nutrients,SRP,7,11,2018,2018-11-07,towr,seep,2.3,,CAIS,2.3
nutrients,NO3,7,8,2018,2018-08-07,towr,upstream,2.3,,ESL,2.3
nutrients,SRP,7,11,2018,2018-11-07,towr,upstream,2.3,,CAIS,2.3
nutrients,SRP,12,5,2020,2020-05-12,ws55,seep,2.316,,,
nutrients,SRP,4,3,2021,2021-03-04,ws55,seep,2.316,,,
nutrients,NH4,5,9,2018,2018-09-05,towr,seep,2.33,,CAIS,2.33
nutrients,SRP,12,6,2019,2019-06-12,towr,flume,2.34,,CAIS,2.34
nutrients,NO3,20,10,2020,2020-10-20,towr,seep,2.35,,,
nutrients,NH4,2,1,2019,2019-01-02,ws55,seep,2.36,,CAIS,2.36
nutrients,SRP,11,7,2019,2019-07-11,towr,flume,2.38,,CAIS,2.38
nutrients,NO3,3,2,2020,2020-02-03,towr,flume,2.38,,,
nutrients,NH4,7,11,2018,2018-11-07,ws55,seep,2.39,,CAIS,2.39
nutrients,SRP,6,3,2020,2020-03-06,ws55,seep,2.39,,,
nutrients,NH4,7,8,2018,2018-08-07,ws55,seep,2.4,,ESL,2.4
nutrients,NO3,16,2,2021,2021-02-16,ws55,seep,2.41,blue,,
nutrients,SRP,18,12,2019,2019-12-18,ws55,flume,2.427,,,
nutrients,SRP,24,4,2020,2020-04-24,towr,flume,2.427,,,
nutrients,SRP,8,11,2019,2019-11-08,towr,seep,2.427,,,
nutrients,NO3,22,11,2019,2019-11-22,towr,flume,2.43,,,
nutrients,NH4,2,1,2019,2019-01-02,ws55,flume,2.44,,CAIS,2.44
nutrients,NH4,22,10,2018,2018-10-22,towr,upstream,2.44,,CAIS,2.44
nutrients,NO3,15,4,2021,2021-04-15,towr,seep,2.46,,,
nutrients,SRP,22,10,2018,2018-10-22,towr,flume,2.48,,CAIS,2.48
nutrients,SRP,26,2,2018,2018-02-26,towr,flume,2.51,,CAIS,2.51
nutrients,NH4,11,10,2019,2019-10-11,ws55,flume,2.51,,,
nutrients,SRP,17,5,2019,2019-05-17,ws55,seep,2.53,,CAIS,2.53
nutrients,SRP,11,7,2019,2019-07-11,towr,upstream,2.53,,CAIS,2.53
nutrients,SRP,16,3,2021,2021-03-16,towr,flume,2.538,white,,
nutrients,SRP,9,6,2020,2020-06-09,towr,flume,2.538,,,
nutrients,SRP,24,4,2020,2020-04-24,towr,upstream,2.538,,,
nutrients,NH4,5,5,2019,2019-05-05,towr,seep,2.55,,CAIS,2.55
nutrients,SRP,24,7,2019,2019-07-24,towr,upstream,2.55,,CAIS,2.55
nutrients,SRP,19,2,2019,2019-02-19,ws55,flume,2.57,,CAIS,2.57
nutrients,NH4,15,1,2018,2018-01-15,ws55,seep,2.57,,CAIS,2.57
nutrients,NO3,15,1,2018,2018-01-15,ws55,seep,2.57,,CAIS,2.57
nutrients,NH4,19,9,2018,2018-09-19,ws55,seep,2.57,,CAIS,2.57
nutrients,SRP,11,10,2019,2019-10-11,ws55,seep,2.575,,,
nutrients,SRP,6,10,2020,2020-10-06,towr,seep,2.575,,,
nutrients,NO3,22,10,2018,2018-10-22,towr,flume,2.58,,CAIS,2.58
nutrients,NH4,3,12,2018,2018-12-03,ws55,flume,2.58,,CAIS,2.58
nutrients,SRP,12,5,2021,2021-05-12,towr,flume,2.588,blue,,
nutrients,NO3,24,7,2019,2019-07-24,ws55,seep,2.59,,CAIS,2.59
nutrients,SRP,12,6,2019,2019-06-12,towr,upstream,2.59,,CAIS,2.59
nutrients,SRP,8,5,2018,2018-05-08,ws55,flume,2.6,,ESL,2.6
nutrients,SRP,19,9,2018,2018-09-19,towr,upstream,2.61,,CAIS,2.61
nutrients,SRP,23,8,2019,2019-08-23,ws55,flume,2.62,,CAIS,2.62
nutrients,SRP,12,6,2019,2019-06-12,towr,seep,2.62,,CAIS,2.62
nutrients,SRP,6,9,2019,2019-09-06,towr,upstream,2.62,,CAIS,2.62
nutrients,SRP,1,4,2021,2021-04-01,towr,flume,2.624,white,,
nutrients,SRP,9,8,2021,2021-08-09,towr,flume,2.624,,,
nutrients,SRP,19,9,2018,2018-09-19,ws55,seep,2.63,,CAIS,2.63
nutrients,SRP,26,6,2019,2019-06-26,towr,flume,2.64,,CAIS,2.64
nutrients,NH4,9,12,2019,2019-12-09,ws55,seep,2.64,,,
nutrients,SRP,13,3,2018,2018-03-13,ws55,flume,2.65,,CAIS,2.65
nutrients,NO3,4,8,2020,2020-08-04,ws55,seep,2.65,,,
nutrients,NO3,22,11,2019,2019-11-22,towr,seep,2.67,,,
nutrients,SRP,24,4,2019,2019-04-24,towr,flume,2.68,,CAIS,2.68
nutrients,NH4,1,12,2020,2020-12-01,towr,upstream,2.68,,,
nutrients,SRP,9,12,2019,2019-12-09,towr,seep,2.686,,,
nutrients,SRP,3,11,2020,2020-11-03,towr,seep,2.686,,,
nutrients,SRP,16,3,2021,2021-03-16,ws55,seep,2.686,,,
nutrients,SRP,11,10,2019,2019-10-11,towr,upstream,2.686,,,
nutrients,SRP,6,3,2020,2020-03-06,towr,upstream,2.686,,,
nutrients,NO3,20,11,2017,2017-11-20,ws55,flume,2.69,,CAIS,2.69
nutrients,SRP,13,7,2021,2021-07-13,towr,upstream,2.697,,,
nutrients,SRP,15,1,2018,2018-01-15,ws55,flume,2.7,,CAIS,2.7
nutrients,SRP,6,9,2019,2019-09-06,towr,flume,2.7,,CAIS,2.7
nutrients,SRP,26,6,2019,2019-06-26,ws55,seep,2.7,,CAIS,2.7
nutrients,NO3,18,12,2017,2017-12-18,ws55,seep,2.71,,CAIS,2.71
nutrients,SRP,20,11,2018,2018-11-20,ws55,seep,2.72,,CAIS,2.72
nutrients,SRP,18,3,2019,2019-03-18,towr,upstream,2.72,,CAIS,2.72
nutrients,SRP,7,7,2020,2020-07-07,towr,flume,2.723,,,
nutrients,SRP,4,8,2020,2020-08-04,ws55,flume,2.723,,,
nutrients,SRP,22,11,2019,2019-11-22,towr,seep,2.723,,,
nutrients,SRP,20,11,2018,2018-11-20,ws55,flume,2.73,,CAIS,2.73
nutrients,SRP,15,1,2019,2019-01-15,towr,flume,2.73,,CAIS,2.73
nutrients,NO3,21,7,2020,2020-07-21,ws55,flume,2.73,,,
nutrients,NO3,8,9,2020,2020-09-08,ws55,seep,2.75,,,
nutrients,SRP,21,1,2021,2021-01-21,ws55,flume,2.76,white,,
nutrients,SRP,4,3,2021,2021-03-04,towr,seep,2.76,white,,
nutrients,NH4,6,10,2020,2020-10-06,towr,seep,2.76,,,
nutrients,NO3,3,11,2020,2020-11-03,towr,seep,2.76,,,
nutrients,SRP,8,11,2019,2019-11-08,towr,upstream,2.76,,,
nutrients,SRP,23,8,2019,2019-08-23,towr,seep,2.79,,CAIS,2.79
nutrients,SRP,6,1,2020,2020-01-06,ws55,seep,2.797,,,
nutrients,TP,7,8,2018,2018-08-07,towr,flume,2.8,,ESL,2.8
nutrients,NH4,7,8,2018,2018-08-07,ws55,flume,2.8,,ESL,2.8
nutrients,NO3,8,5,2018,2018-05-08,ws55,seep,2.805396262,,ESL,2.81
nutrients,SRP,29,5,2019,2019-05-29,ws55,flume,2.81,,CAIS,2.81
nutrients,SRP,12,6,2019,2019-06-12,towr,flume,2.81,,CAIS,2.81
nutrients,NO3,1,4,2021,2021-04-01,ws55,flume,2.82,white,,
nutrients,SRP,18,12,2019,2019-12-18,towr,seep,2.834,,,
nutrients,SRP,18,12,2019,2019-12-18,ws55,seep,2.834,,,
nutrients,NO3,16,7,2018,2018-07-16,towr,flume,2.84665209,,ESL,2.85
nutrients,NH4,12,6,2019,2019-06-12,ws55,flume,2.85,,CAIS,2.85
nutrients,SRP,5,9,2018,2018-09-05,ws55,seep,2.85,,CAIS,2.85
nutrients,NO3,25,8,2020,2020-08-25,towr,seep,2.86,,,
nutrients,SRP,10,4,2019,2019-04-10,towr,flume,2.87,,CAIS,2.87
nutrients,SRP,19,9,2018,2018-09-19,towr,seep,2.87,,CAIS,2.87
nutrients,SRP,29,5,2019,2019-05-29,towr,upstream,2.87,,CAIS,2.87
nutrients,SRP,1,4,2021,2021-04-01,ws55,flume,2.878,white,,
nutrients,SRP,3,12,2018,2018-12-03,ws55,flume,2.88,,CAIS,2.88
nutrients,NH4,8,9,2020,2020-09-08,towr,seep,2.88,,,
nutrients,NO3,22,11,2019,2019-11-22,towr,upstream,2.88,,,
nutrients,NH4,18,3,2019,2019-03-18,towr,flume,2.89,,CAIS,2.89
nutrients,NH4,10,4,2019,2019-04-10,ws55,seep,2.89,,CAIS,2.89
nutrients,NH4,5,3,2019,2019-03-05,towr,upstream,2.89,,CAIS,2.89
nutrients,NO3,28,6,2018,2018-06-28,ws55,seep,2.9,,ESL,2.9
nutrients,SRP,13,3,2018,2018-03-13,towr,flume,2.92,,CAIS,2.92
nutrients,SRP,5,9,2018,2018-09-05,towr,seep,2.92,,CAIS,2.92
nutrients,SRP,5,5,2019,2019-05-05,towr,flume,2.93,,CAIS,2.93
nutrients,NH4,9,12,2019,2019-12-09,towr,flume,2.93,,,
nutrients,SRP,24,4,2019,2019-04-24,ws55,seep,2.93,,CAIS,2.93
nutrients,NO3,17,11,2020,2020-11-17,ws55,flume,2.94,,,
nutrients,SRP,4,2,2021,2021-02-04,ws55,flume,2.945,blue,,
nutrients,SRP,22,11,2019,2019-11-22,ws55,flume,2.945,,,
nutrients,SRP,24,4,2020,2020-04-24,ws55,seep,2.945,,,
nutrients,SRP,24,7,2019,2019-07-24,towr,flume,2.95,,CAIS,2.95
nutrients,SRP,7,8,2019,2019-08-07,towr,flume,2.95,,CAIS,2.95
nutrients,SRP,26,6,2019,2019-06-26,towr,seep,2.95,,CAIS,2.95
nutrients,NH4,22,11,2019,2019-11-22,towr,upstream,2.97,,,
nutrients,NO3,6,10,2020,2020-10-06,towr,seep,2.98,,,
nutrients,SRP,1,4,2021,2021-04-01,towr,flume,2.987,blue,,
nutrients,SRP,8,6,2021,2021-06-08,towr,flume,3.006,white,,
nutrients,SRP,11,7,2019,2019-07-11,ws55,flume,3.01,,CAIS,3.01
nutrients,SRP,10,4,2019,2019-04-10,ws55,seep,3.01,,CAIS,3.01
nutrients,SRP,20,3,2020,2020-03-20,towr,seep,3.019,,,
nutrients,SRP,4,2,2021,2021-02-04,towr,seep,3.019,,,
nutrients,SRP,4,2,2021,2021-02-04,towr,upstream,3.019,,,
nutrients,SRP,24,4,2019,2019-04-24,ws55,flume,3.02,,CAIS,3.02
nutrients,NO3,18,12,2019,2019-12-18,towr,upstream,3.02,,,
nutrients,NO3,15,4,2021,2021-04-15,ws55,flume,3.04,white,,
nutrients,SRP,7,8,2019,2019-08-07,towr,seep,3.04,,CAIS,3.04
nutrients,SRP,5,1,2021,2021-01-05,towr,upstream,3.056,,,
nutrients,NH4,26,6,2019,2019-06-26,towr,flume,3.06,,CAIS,3.06
nutrients,SRP,10,4,2019,2019-04-10,towr,upstream,3.06,,CAIS,3.06
nutrients,SRP,12,6,2019,2019-06-12,ws55,flume,3.08,,CAIS,3.08
nutrients,NO3,2,1,2019,2019-01-02,towr,seep,3.09,,CAIS,3.09
nutrients,SRP,6,10,2020,2020-10-06,ws55,flume,3.093,,,
nutrients,SRP,20,3,2020,2020-03-20,ws55,seep,3.093,,,
nutrients,NH4,3,7,2018,2018-07-03,ws55,seep,3.1,,ESL,3.1
nutrients,NO3,22,8,2018,2018-08-22,towr,seep,3.1,,ESL,3.1
nutrients,SRP,26,2,2018,2018-02-26,ws55,flume,3.12,,CAIS,3.12
nutrients,SRP,17,5,2019,2019-05-17,ws55,flume,3.12,,CAIS,3.12
nutrients,SRP,25,8,2020,2020-08-25,towr,flume,3.13,,,
nutrients,SRP,17,5,2019,2019-05-17,towr,flume,3.14,,CAIS,3.14
nutrients,SRP,24,4,2019,2019-04-24,towr,seep,3.16,,CAIS,3.16
nutrients,SRP,16,3,2021,2021-03-16,ws55,flume,3.167,blue,,
nutrients,SRP,27,9,2019,2019-09-27,towr,seep,3.167,,,
nutrients,NH4,7,11,2018,2018-11-07,towr,seep,3.17,,CAIS,3.17
nutrients,SRP,24,7,2019,2019-07-24,ws55,flume,3.18,,CAIS,3.18
nutrients,SRP,5,5,2019,2019-05-05,towr,upstream,3.18,,CAIS,3.18
nutrients,NH4,7,8,2018,2018-08-07,towr,flume,3.2,,ESL,3.2
nutrients,SRP,7,4,2020,2020-04-07,towr,seep,3.204,,,
nutrients,SRP,7,7,2020,2020-07-07,ws55,seep,3.204,,,
nutrients,SRP,11,7,2019,2019-07-11,towr,seep,3.23,,CAIS,3.23
nutrients,SRP,7,8,2019,2019-08-07,towr,upstream,3.23,,CAIS,3.23
nutrients,SRP,22,10,2018,2018-10-22,ws55,seep,3.24,,CAIS,3.24
nutrients,SRP,24,4,2020,2020-04-24,towr,seep,3.241,,,
nutrients,SRP,20,11,2018,2018-11-20,towr,flume,3.25,,CAIS,3.25
nutrients,NO3,3,12,2018,2018-12-03,towr,seep,3.25,,CAIS,3.25
nutrients,SRP,11,7,2019,2019-07-11,ws55,seep,3.25,,CAIS,3.25
nutrients,SRP,23,8,2019,2019-08-23,towr,flume,3.27,,CAIS,3.27
nutrients,NO3,8,11,2019,2019-11-08,ws55,flume,3.27,,,
nutrients,SRP,17,5,2019,2019-05-17,towr,seep,3.27,,CAIS,3.27
nutrients,NO3,3,2,2020,2020-02-03,towr,seep,3.27,,,
